season,round,pick,team,gsis_id,pfr_player_id,cfb_player_id,pfr_player_name,hof,position,category,side,college,age,to,allpro,probowls,seasons_started,w_av,car_av,dr_av,games,pass_completions,pass_attempts,pass_yards,pass_tds,pass_ints,rush_atts,rush_yards,rush_tds,receptions,rec_yards,rec_tds,def_solo_tackles,def_ints,def_sacks
2026,5,168,DET,LAW090280,LawxKe00,NA,Kendrick Law,FALSE,WR,WR,O,Kentucky,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,5,169,PIT,NOW373761,NowaRi00,riley-nowakowski-1,Riley Nowakowski,FALSE,TE,TE,O,Indiana,24,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,5,170,CLE,NA,RoyeJo01,joe-royer-1,Joe Royer,FALSE,TE,TE,O,Cincinnati,24,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,5,171,NWE,PRU764260,PrunKa00,NA,Karon Prunty,FALSE,DB,DB,D,Wake Forest,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,5,172,NOR,STY526036,StylLo00,NA,Lorenzo Styles Jr.,FALSE,S,DB,D,Ohio St.,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,5,173,BAL,CUE040912,CuevJo00,josh-cuevas-1,Josh Cuevas,FALSE,TE,TE,O,Alabama,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,5,174,BAL,RAN022436,RandAd00,adam-randall-1,Adam Randall,FALSE,RB,RB,O,Clemson,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,5,175,LVR,MAS331825,MassHe00,hezekiah-masses-1,Hezekiah Masses,FALSE,CB,DB,D,California,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,5,176,KAN,ALL092954,AlleCy00,cyrus-allen-1,Cyrus Allen,FALSE,WR,WR,O,Cincinnati,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,5,177,MIA,COL362413,ColeKe03,kevin-coleman-jr-1,Kevin Coleman Jr.,FALSE,WR,WR,O,Missouri,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,5,178,PHI,PAY546690,PaytCo00,NA,Cole Payton,FALSE,QB,QB,O,North Dakota St.,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,5,179,SFO,CRU840186,CruzEn00,NA,Enrique Cruz Jr.,FALSE,OL,OL,O,Kansas,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,5,180,MIA,TRA291459,TraoSe00,seydou-traore-1,Seydou Traore,FALSE,TE,TE,O,Mississippi St.,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,5,181,BUF,DUR135211,DuraZa00,zane-durant-1,Zane Durant,FALSE,DT,DL,D,Penn St.,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,182,CLE,GRE361852,GreeTa00,taylen-green-1,Taylen Green,FALSE,QB,QB,O,Arkansas,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,183,ARI,SHA308806,SharKa00,NA,Karson Sharar,FALSE,LB,LB,D,Iowa,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,184,TEN,MAR416622,MarsJa02,jackie-marshall-1,Jackie Marshall,FALSE,DE,DL,D,Baylor,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,185,TAM,SHA375359,SharBa00,bauer-sharp-1,Bauer Sharp,FALSE,TE,TE,O,LSU,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,186,NYG,JAM811640,JamiBo00,NA,Bobby Jamison-Travis,FALSE,DL,DL,D,Auburn,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,187,WAS,ALL532376,AlleKa01,kaytron-allen-1,Kaytron Allen,FALSE,RB,RB,O,Penn St.,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,188,NYJ,COO494946,CoopAn01,anez-cooper-1,Anez Cooper,FALSE,G,OL,O,Miami (FL),22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,189,CIN,PAR470372,ParkBr02,NA,Brian Parker II,FALSE,OT,OL,O,Duke,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,190,NOR,BRO268113,BrowBa02,barion-brown-1,Barion Brown,FALSE,WR,WR,O,LSU,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,191,JAX,CAM108646,CameJo01,josh-cameron-1,Josh Cameron,FALSE,WR,WR,O,Baylor,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,192,NYG,NA,DaviJC01,NA,J.C. Davis,FALSE,OT,OL,O,Illinois,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,193,NYG,KEL577232,KellJa00,jack-kelly-2,Jack Kelly,FALSE,LB,LB,D,BYU,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,194,TEN,NA,CoogPa01,pat-coogan-1,Pat Coogan,FALSE,C,OL,O,Indiana,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,195,LVR,BEN601117,BensMa00,NA,Malik Benson,FALSE,WR,WR,O,Oregon,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,196,NWE,CRO784020,CrowDa00,dametrious-crownover-1,Dametrious Crownover,FALSE,OT,OL,O,Texas A&M,24,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,197,LAR,DAN490797,DaniCJ00,cj-daniels-1,CJ Daniels,FALSE,WR,WR,O,Miami (FL),NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,198,MIN,CLA041524,ClaiDe00,demond-claiborne-1,Demond Claiborne,FALSE,RB,RB,O,Wake Forest,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,199,SEA,HEN199637,HendEm00,NA,Emmanuel Henderson Jr.,FALSE,WR,WR,O,Kansas,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,200,MIA,NA,CampDJ01,dj-campbell-2,DJ Campbell,FALSE,G,OL,O,Texas,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,201,GNB,JAC133404,JackDo04,domani-jackson-1,Domani Jackson,FALSE,CB,DB,D,Alabama,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,202,LAC,TAY546637,TaylLo00,logan-taylor-2,Logan Taylor,FALSE,G,OL,O,Boston Col.,24,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,203,JAX,WIL189259,WillCJ00,NA,CJ Williams,FALSE,WR,WR,O,Stanford,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,204,HOU,BON235618,BondLe00,lewis-bond-1,Lewis Bond,FALSE,WR,WR,O,Boston Col.,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,205,DET,GIL498895,GillSk00,skyler-gill-howard-1,Skyler Gill-Howard,FALSE,DT,DL,D,Texas Tech,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,206,LAC,HAR161900,HarkAl00,alex-harkey-1,Alex Harkey,FALSE,OT,OL,O,Oregon,25,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,207,PHI,NA,MorrMi02,micah-morris-1,Micah Morris,FALSE,G,OL,O,Georgia,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,208,ATL,THO460712,ThomAn03,NA,Anterio Thompson,FALSE,DT,DL,D,Washington,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,209,WAS,GUL103822,GulbMa00,NA,Matt Gulbin,FALSE,OL,OL,O,Michigan St.,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,210,PIT,RUB494866,RubiGa00,NA,Gabriel Rubio,FALSE,DL,DL,D,Notre Dame,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,211,BAL,ECK507578,EcklRy00,ryan-eckley-1,Ryan Eckley,FALSE,P,P,S,Michigan St.,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,212,NWE,OBI207644,ObiaNa00,namdi-obiazor-1,Namdi Obiazor,FALSE,LB,LB,D,TCU,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,213,CHI,VAN366267,vandJo00,NA,Jordan van den Berg,FALSE,DL,DL,D,Georgia Tech,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,214,IND,CUR432980,CurrCa00,caden-curry-1,Caden Curry,FALSE,DE,DL,D,Ohio St.,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,215,ATL,NA,PerkHa01,harold-perkins-1,Harold Perkins Jr.,FALSE,LB,LB,D,LSU,21,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,216,GNB,SMA037753,SmacTr00,trey-smack-1,Trey Smack,FALSE,K,K,S,Florida,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,217,ARI,WIL353996,WillJa16,NA,Jayden Williams,FALSE,OL,OL,O,Mississippi,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,218,DAL,SMI038569,SmitAn05,anthony-smith-14,Anthony Smith,FALSE,WR,WR,O,East Carolina,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,219,NOR,HAL545789,HallTJ00,tj-hall-1,TJ Hall,FALSE,CB,DB,D,Iowa,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,220,BUF,PRI411603,PridTo00,toriano-pride-jr-1,Toriano Pride Jr.,FALSE,CB,DB,D,Missouri,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,221,CIN,END438361,EndrJa00,jack-endries-1,Jack Endries,FALSE,TE,TE,O,Texas,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,222,DET,WES429133,WestTy00,NA,Tyre West,FALSE,DT,DL,D,Tennessee,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,223,WAS,KAL252591,KaliAt00,athan-kaliakmanis-1,Athan Kaliakmanis,FALSE,QB,QB,O,Rutgers,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,224,PIT,NA,SpeaRo01,robert-spears-jennings-1,Robert Spears-Jennings,FALSE,S,DB,D,Oklahoma,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,225,TEN,KAN023071,KanaJa00,jaren-kanak-1,Jaren Kanak,FALSE,TE,TE,O,Oklahoma,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,226,CIN,ROB608810,RobiLa04,landon-robinson-1,Landon Robinson,FALSE,NT,DL,D,Navy,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,227,CAR,KUW415291,KuwaJa00,NA,Jackson Kuwatch,FALSE,LB,LB,D,Miami (OH),NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,228,NYJ,PAY449898,PaynVJ00,vj-payne-1,VJ Payne,FALSE,S,DB,D,Kansas St.,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,229,LVR,CLE669554,ClevBr00,brandon-cleveland-1,Brandon Cleveland,FALSE,DT,DL,D,North Carolina St.,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,230,PIT,HEI114391,HeidEl00,eli-heidenreich-1,Eli Heidenreich,FALSE,FB,RB,O,Navy,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,231,ATL,ONI415291,OniaEt00,ethan-onianwa-1,Ethan Onianwa,FALSE,G,OL,O,Ohio St.,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,232,LAR,KEE636403,KeenTi00,tim-keenan-iii-1,Tim Keenan III,FALSE,DT,DL,D,Alabama,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,233,JAX,DUR215336,DurfZa00,NA,Zach Durfee,FALSE,DE,DL,D,Washington,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,234,NWE,MOR767384,MortBe00,behren-morton-1,Behren Morton,FALSE,QB,QB,O,Texas Tech,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,235,MIN,GER335232,GerhGa01,NA,Gavin Gerhardt,FALSE,OL,OL,O,Cincinnati,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,236,SEA,FUL162871,FullAn00,NA,Andre Fuller,FALSE,CB,DB,D,Toledo,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,237,IND,MCG547540,McGoSe01,seth-mcgowan-1,Seth McGowan,FALSE,RB,RB,O,Kentucky,24,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,238,MIA,LLE415291,LlewMa00,max-llewellyn-1,Max Llewellyn,FALSE,DE,DL,D,Iowa,24,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,239,BUF,DOM088990,DomaTo00,tommy-doman-1,Tommy Doman,FALSE,P,P,S,Florida,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,240,JAX,HUG553316,HughPa00,NA,Parker Hughes,FALSE,LB,LB,D,Middle Tenn. St.,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,241,BUF,NA,ReedAr01,NA,Ar'maj Reed-Adams,FALSE,G,OL,O,Texas A&M,24,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,242,SEA,EAS752584,EastDe00,deven-eastern-1,Deven Eastern,FALSE,DT,DL,D,Minnesota,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,243,HOU,FIS166729,FishAi00,aiden-fisher-1,Aiden Fisher,FALSE,LB,LB,D,Indiana,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,244,PHI,WIS488223,WisnCo00,cole-wisniewski-1,Cole Wisniewski,FALSE,S,DB,D,Texas Tech,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,245,NWE,MIL303300,MillJa03,NA,Jam Miller,FALSE,RB,RB,O,Alabama,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,246,DEN,SCO524005,ScotMi00,NA,Miles Scott,FALSE,S,DB,D,Illinois,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,247,NWE,HUT095931,HutcQu00,quintayvious-hutchins-1,Quintayvious Hutchins,FALSE,DE,DL,D,Boston Col.,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,248,CLE,RYA022232,RyanCa00,carsen-ryan-1,Carsen Ryan,FALSE,TE,TE,O,BYU,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,249,KAN,NUS440041,NussGa00,garrett-nussmeier-1,Garrett Nussmeier,FALSE,QB,QB,O,LSU,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,250,BAL,BEN488992,BennRa00,rayshaun-benny-1,Rayshaun Benny,FALSE,DT,DL,D,Michigan,24,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,251,PHI,BER237368,BernUa00,NA,Uar Bernard,FALSE,DT,DL,D,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,252,PHI,JAM663773,JameKe01,keyshawn-james-newby-1,Keyshawn James-Newby,FALSE,DE,DL,D,New Mexico,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,253,BAL,BEE682938,BeerEv00,NA,Evan Beerntsen,FALSE,OL,OL,O,Northwestern,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,254,IND,NA,BurkDe02,deion-burks-1,Deion Burks,FALSE,WR,WR,O,Oklahoma,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,255,SEA,DAN762839,DansMi00,NA,Michael Dansby,FALSE,DB,DB,D,Arizona,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,256,DEN,BEN687044,BentDa00,dallen-bentley-1,Dallen Bentley,FALSE,TE,TE,O,Utah,25,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,7,257,DEN,MUR134209,MurdRe00,NA,Red Murdock,FALSE,LB,LB,D,Buffalo,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
