season,week,player_name,market,line,over_odds,under_odds,sportsbook,recorded_at
2026,1,Connor Heyward,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,George Pickens,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Kenneth Walker III,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Cade Otton,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Rachaad White,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Jahan Dotson,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Brian Robinson,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Jaylen Warren,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Malik Davis,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Tanner Conner,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Jordan Mason,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,KaVontae Turpin,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Bijan Robinson,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Zay Flowers,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Dalton Kincaid,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Bryce Young,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Roschon Johnson,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Chase Brown,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Andrei Iosivas,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Luke Schoonmaker,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Marvin Mims Jr.,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Sam LaPorta,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Jahmyr Gibbs,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Dontayvion Wicks,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Tucker Kraft,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Luke Musgrave,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Tyjae Spears,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,C.J. Stroud,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Xavier Hutchinson,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Josh Downs,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Tank Bigsby,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Parker Washington,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Rashee Rice,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Xavier Smith,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Davis Allen,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Puka Nacua,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Michael Mayer,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Tre Tucker,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,De'Von Achane,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Elijah Higgins,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Jordan Addison,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Kayshon Boutte,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,DeMario Douglas,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Kendre Miller,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Jalin Hyatt,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Michael Wilson,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Darnell Washington,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Quentin Johnston,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Zach Charbonnet,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Jaxon Smith-Njigba,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Chris Rodriguez Jr.,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Keaton Mitchell,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Malik Heath,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Zavier Scott,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Hunter Luepke,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Emanuel Wilson,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Nate Adkins,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Emari Demercado,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Blake Whiteheart,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Chris Brooks,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Julian Hill,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Tyrell Shavers,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Sean Tucker,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Michael Penix Jr.,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Casey Washington,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Keon Coleman,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Ray Davis,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Xavier Legette,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Ja'Tavion Sanders,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Rome Odunze,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Caleb Williams,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Jamari Thrash,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Ryan Flournoy,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Troy Franklin,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Bo Nix,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Brian Thomas Jr.,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Xavier Worthy,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Blake Corum,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Jordan Whittington,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Malik Washington,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Drake Maye,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Spencer Rattler,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Theo Johnson,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Tyrone Tracy Jr.,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Malachi Corley,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Isaiah Davis,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Will Shipley,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Marvin Harrison Jr.,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Roman Wilson,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Ladd McConkey,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Kimani Vidal,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,AJ Barner,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Jayden Daniels,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Luke McCaffrey,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Jalen Coker,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Brevyn Spann-Ford,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Mason Tipton,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Kameron Johnson,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,British Brooks,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Terrell Jennings,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Jackson Hawes,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Trevor Etienne,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Mitchell Evans,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Jimmy Horn Jr.,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Tetairoa McMillan,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Luther Burden III,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Colston Loveland,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Kyle Monangai,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Harold Fannin Jr.,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Dillon Gabriel,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Quinshon Judkins,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Gage Larvadain,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Dylan Sampson,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Jaydon Blue,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Pat Bryant,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,RJ Harvey,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Isaac TeSlaa,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Matthew Golden,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Savion Williams,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Elic Ayomanor,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Chimere Dike,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Gunnar Helm,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Cam Ward,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Jayden Higgins,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Woody Marks,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Jaylin Noel,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Tyler Warren,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,LeQuint Allen Jr.,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Travis Hunter,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Bhayshul Tuten,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
