week,player,pos,exp_rec,actual,naive,line,p_over,over
5,Julius Chestnut,RB,0.344423190504692,0,0.2815228581670802,0.5,0.24770611861535252,0
5,Ray Davis,RB,0.5500885379205998,0,0.4980671065330191,0.5,0.3479816514413384,0
5,Alec Ingold,RB,1.0888835825208594,0,1.0800818925502393,1.5,0.28673679720833034,0
5,Ollie Gordon II,RB,0.6830208977669284,0,0.4985362693243432,0.5,0.36245499804255993,0
5,AJ Barner,TE,1.9846720250880492,7,1.627502090829826,1.5,0.5275135869079443,1
5,Jake Ferguson,TE,5.8623868298519,7,5.470368790762658,5.5,0.4849856414018155,1
5,Theo Johnson,TE,2.908028358093746,6,2.79984631656389,2.5,0.49582282581781,1
5,Sam LaPorta,TE,4.085688730626701,5,3.674820049580754,4.5,0.3735211961103235,1
5,Darren Waller,TE,4.102546376499276,5,3.6743719041612835,4.5,0.3824277498057844,1
5,David Njoku,TE,4.442158655410809,6,4.8310940970454075,4.5,0.42026640228930795,1
5,Travis Kelce,TE,5.037804217187694,7,4.660217801699969,5.5,0.38651452438079986,1
5,Dalton Kincaid,TE,3.926338137375039,6,3.5995552606570107,3.5,0.4998160903398546,1
5,Jake Tonges,TE,2.2423402166473916,7,2.663816528697488,2.5,0.3817558532841073,1
5,Mason Taylor,TE,3.4839545894630497,9,2.9184660406040517,3.5,0.41451920090934574,1
5,Tyler Warren,TE,4.608124568271092,4,4.460331303837193,4.5,0.4712667135296044,0
5,Evan Engram,TE,4.1252806549713466,4,4.143557001316098,4.5,0.3820003928724276,0
5,Josh Oliver,TE,1.0761899495592198,2,1.235998747679928,1.5,0.28161988155349454,1
5,Cade Otton,TE,3.322109582345297,4,3.335942512168628,3.5,0.3982814100012102,1
5,Dallas Goedert,TE,3.461695856356762,3,3.22366654824085,3.5,0.41920645532953144,0
5,Harold Fannin Jr.,TE,3.735877229372567,4,3.9662819150199753,3.5,0.48644191239638385,1
5,Dalton Schultz,TE,3.8160935115174346,5,3.621807982643365,3.5,0.5054714583401669,1
5,Brock Wright,TE,1.5911182606091399,2,1.2152880713737533,1.5,0.40584179411220056,1
5,Daniel Bellinger,TE,1.3281129608571727,4,1.2585517846201875,1.5,0.35011878305659233,1
5,Mitchell Evans,TE,1.4852276800052089,1,1.4317102101338837,1.5,0.38190626186201476,0
5,T.J. Hockenson,TE,3.281357398460412,6,3.698048766264237,3.5,0.3994885733835514,1
5,Chig Okonkwo,TE,3.29016887150366,4,3.324136535325353,3.5,0.39909428206214276,1
5,Trey McBride,TE,5.929481749441929,5,5.93500823162963,5.5,0.5085776629087194,0
5,Hunter Henry,TE,4.137571416119058,2,4.15809417976686,4.5,0.38388785349023613,0
5,Gunnar Helm,TE,1.4215141714956439,4,1.330524739522845,1.5,0.38176235912681894,1
5,Jeremy Ruckert,TE,1.4628080377039,4,1.1902146976691628,1.5,0.4015849893566137,1
5,Mark Andrews,TE,3.2467254501832215,2,3.15973682344794,3.5,0.38524426301805353,0
5,Julian Hill,TE,1.1267989168823191,4,1.1106156166368804,1.5,0.3019150530556941,1
5,Tyler Conklin,TE,1.861652815299554,2,2.2330125011895197,1.5,0.47970571545018453,1
5,Davis Allen,TE,0.9605042514680716,2,1.11943572432648,0.5,0.5310545181156462,1
5,Charlie Kolar,TE,1.119921206742614,1,1.2172397704793152,1.5,0.3003031280740234,0
5,Grant Calcaterra,TE,1.4762881613072185,2,1.4062517078254855,1.5,0.39906325469179255,1
5,Juwan Johnson,TE,3.7203587559803806,2,3.868645026724648,3.5,0.46620039380503914,0
5,Brenton Strange,TE,3.5914652871431287,1,3.394757593600289,3.5,0.4396586329608373,0
5,Tommy Tremble,TE,2.44116020859861,1,2.3463761308436437,2.5,0.3851347030216494,0
5,Tanner Conner,TE,1.8483975423573147,2,1.7838663243808301,1.5,0.5189510785437867,1
5,Mike Gesicki,TE,2.298715078290108,2,2.227716384265488,2.5,0.37562962260056026,0
5,Dawson Knox,TE,1.8646872616418428,2,1.758684596264059,1.5,0.4748490091016641,1
5,Elijah Higgins,TE,1.3598119303302105,2,1.208022717592181,1.5,0.3691290442938285,1
5,Isaiah Likely,TE,2.3588673405358875,1,2.582466775630824,2.5,0.3928311131381798,0
5,James Mitchell,TE,1.220519100546927,1,1.110930047343726,1.5,0.31420629723402604,0
5,Adam Trautman,TE,1.3029121038529858,1,1.3357922064586132,1.5,0.3536154572701364,0
5,Elijah Arroyo,TE,1.9714767983149943,1,1.5906360571805511,1.5,0.5130435574592134,0
5,John Bates,TE,0.9558673770517131,1,1.0533220916603447,0.5,0.5440801032741162,1
5,Luke Farrell,TE,1.188735013369057,1,1.2831567926824667,1.5,0.32398230874187917,0
5,Johnny Mundt,TE,1.1038144446944889,1,1.0345959158449634,1.5,0.2834044242263866,0
5,Harrison Bryant,TE,1.2753457185266834,1,1.3055303087599361,1.5,0.3435092137455162,0
5,Hunter Long,TE,1.4008377821637188,1,1.2795500691727462,1.5,0.3860135930309311,0
5,Luke Schoonmaker,TE,1.4165198722692809,1,1.539594383288943,1.5,0.35876836153762753,0
5,Taysom Hill,TE,2.8890398840397915,0,2.6205985719596816,2.5,0.438993927314241,0
5,Drew Sample,TE,1.4192429311512116,1,1.3185790612059365,1.5,0.3822149706839492,0
5,Nate Adkins,TE,0.9616846895371686,0,1.0523780634509796,0.5,0.4952661454948914,0
5,Zach Ertz,TE,3.5159381651004993,0,3.40194448770411,3.5,0.4399310629125697,0
5,Colby Parkinson,TE,1.8246154571791913,0,1.7783705528874172,1.5,0.4455212739385984,0
5,Tip Reiman,TE,1.1717029806748014,0,1.2006255060502051,1.5,0.31418092572034656,0
5,Ja'Marr Chase,WR,7.065937731316574,6,6.4608321488075315,7.5,0.4030266201259236,0
5,Emeka Egbuka,WR,5.063854260115098,7,5.367648677124544,5.5,0.39099024327206167,1
5,Jaxon Smith-Njigba,WR,6.637650183335475,8,5.565147804270539,6.5,0.45391248911884996,1
5,Jaylen Waddle,WR,4.023175930358289,6,3.885512733322749,4.5,0.36905231693036356,1
5,Stefon Diggs,WR,5.552835387581417,10,4.571872758748949,5.5,0.43824374440721364,1
5,Deebo Samuel Sr.,WR,4.815761742914009,8,4.294552402436348,4.5,0.4910487893872527,1
5,Puka Nacua,WR,8.34552026824206,10,7.584767967212225,8.5,0.4464439579433941,1
5,Rashid Shaheed,WR,3.882342854397435,4,4.209066104119882,3.5,0.510553096328001,1
5,Kendrick Bourne,WR,2.366742114755417,10,2.7112173334691887,2.5,0.40162113808536526,1
5,Garrett Wilson,WR,7.006011675574073,6,6.260760560873129,7.5,0.399539590478675,0
5,Justin Jefferson,WR,5.299854495577948,7,5.84132321444046,5.5,0.4242810447887336,1
5,Calvin Ridley,WR,3.625969698711719,5,4.448574741155784,3.5,0.4580204725412311,1
5,Ryan Flournoy,WR,1.451421277994414,6,1.5336204082109126,1.5,0.3757549697449133,1
5,DeVonta Smith,WR,4.02918753071272,8,4.002433737790536,4.5,0.3700949039555039,1
5,Xavier Hutchinson,WR,1.6658761232730712,3,1.5394900803892533,1.5,0.45980927328706395,1
5,Nico Collins,WR,5.30654112539344,4,5.45783253443764,5.5,0.4231958323897832,0
5,Amon-Ra St. Brown,WR,7.00019577271815,8,5.671730743864322,7.5,0.39456666535557555,1
5,Courtland Sutton,WR,4.849822974645602,8,4.972371075128717,4.5,0.4891099433195522,1
5,Travis Hunter,WR,3.291419089242196,3,3.4289927006256935,3.5,0.39220886406211053,0
5,George Pickens,WR,5.627954774672572,2,5.406732774430851,5.5,0.45874689077151826,0
5,Jordan Addison,WR,3.6286905240990777,5,4.930303882794829,3.5,0.45638064423648295,1
5,Ladd McConkey,WR,4.5055228663822,5,4.5874933913335925,4.5,0.43722887936148774,1
5,Michael Pittman,WR,5.126489345016213,5,4.780231449582147,5.5,0.40405441730735875,0
5,Marvin Harrison Jr.,WR,3.9923277051363604,4,4.699362112117952,3.5,0.5349438771697966,1
5,Tory Horton,WR,2.895527257218917,3,2.20083274724881,2.5,0.5031896663268812,1
5,Davante Adams,WR,5.313703736140262,5,6.474703942787457,5.5,0.41989648737544605,0
5,Tee Higgins,WR,4.46745623858657,3,4.512796680721344,4.5,0.4216493969242432,0
5,Andrei Iosivas,WR,1.8946563083391201,5,2.2369186903892877,1.5,0.5115116552027166,1
5,Tyquan Thornton,WR,2.720169680865471,3,2.630696219476008,2.5,0.44611015138775933,1
5,Tetairoa McMillan,WR,4.962644705174498,6,5.86650682003259,4.5,0.5133214899397002,1
5,Xavier Legette,WR,3.0722485161772894,2,4.206129837540369,3.5,0.36025444222771574,0
5,Brian Thomas Jr.,WR,4.537324200231172,4,5.5660205873600335,4.5,0.45117117850137634,0
5,Sterling Shepard,WR,3.0540200959340806,4,2.9325839391643584,3.5,0.35553312003140797,1
5,Keenan Allen,WR,5.375503096790091,5,6.137698147681215,5.5,0.4337138435431145,0
5,Zay Flowers,WR,4.868162826953769,5,4.984677247551342,4.5,0.48048747575966655,1
5,Curtis Samuel,WR,2.085112098045968,2,2.100536144501414,2.5,0.3293655418320084,0
5,Khalil Shakir,WR,4.5341744566338695,6,3.8773374390476647,4.5,0.43781460100074754,1
5,Chris Olave,WR,5.152355951474369,7,5.820034289962864,5.5,0.3988111263133971,1
5,Tre Tucker,WR,3.4251523071362127,4,3.3023910741043876,3.5,0.4043206742669964,1
5,Cooper Kupp,WR,4.925980082025214,6,4.252599944952936,4.5,0.4864370448746268,1
5,Jaylin Noel,WR,0.9306374489210388,2,0.8760366528771475,0.5,0.49013534236701967,1
5,Parker Washington,WR,2.8815474322322308,2,3.581705798140632,2.5,0.47278851805678235,0
5,Josh Downs,WR,4.1475804125613775,6,3.917726458997039,4.5,0.38827808952674303,1
5,Christian Kirk,WR,3.580896586279718,4,4.036495710910716,3.5,0.44987460922351824,1
5,Keon Coleman,WR,3.343542175109042,4,3.060761833306267,3.5,0.40457861343581925,1
5,Tutu Atwell,WR,1.5082915928910026,2,1.5131834429101796,1.5,0.3626374974365026,1
5,Tyler Lockett,WR,2.1243180263659474,1,2.3731242962171835,2.5,0.3430430117639921,0
5,Xavier Worthy,WR,3.9808897144885407,6,4.119251494333569,3.5,0.4917384658563872,1
5,Tez Johnson,WR,0.7511816020326694,4,0.6761370472867284,0.5,0.3958675749093349,1
5,Isaac TeSlaa,WR,1.0316503185597028,1,0.9279947682357802,1.5,0.27049711653637104,0
5,Ashton Dulin,WR,0.5998161414719511,2,0.5817067754936922,0.5,0.3584018238067682,1
5,Troy Franklin,WR,3.3009388103037134,3,3.6005273493583787,3.5,0.3990982903950704,0
5,A.J. Brown,WR,4.432505204980915,5,5.305244913338445,4.5,0.4313628896142445,1
5,Marquise Brown,WR,5.378465759962607,4,5.151080721435486,5.5,0.4262575155016714,0
5,Josh Reynolds,WR,1.9034155745487942,3,1.8472331661862018,1.5,0.49757477645603526,1
5,Kayshon Boutte,WR,2.7839627950524086,3,2.7944811701376513,2.5,0.46821616107454583,1
5,Jalen Nailor,WR,1.9279406337049076,3,2.327978227176307,1.5,0.5085728026907698,1
5,Wan'Dale Robinson,WR,4.468978033849604,5,4.86027525772261,4.5,0.4399121039446039,1
5,DeAndre Hopkins,WR,1.9724983716204239,2,2.5146748115912563,1.5,0.49728289040201257,1
5,Luke McCaffrey,WR,1.7999777194490985,1,1.4604820409392685,1.5,0.4687943860782677,0
5,Demarcus Robinson,WR,1.7644595670625232,3,2.0805690817036266,1.5,0.4638433372274006,1
5,Jayden Higgins,WR,1.1196634981737787,4,0.9580607090545893,1.5,0.29670691587101977,1
5,Jakobi Meyers,WR,5.703133941251006,4,5.547155110065673,5.5,0.4712643044873162,0
5,Quentin Johnston,WR,4.3679663718669985,4,5.089573650947972,4.5,0.423172566434645,0
5,Josh Palmer,WR,2.839223232449908,2,2.841436930302106,2.5,0.47690824604609444,0
5,Jordan Whittington,WR,1.871015641593113,2,1.9050429409372553,1.5,0.4233277588201455,1
5,Chris Godwin Jr.,WR,6.027618012039698,3,6.064377538707381,6.5,0.3922148745809837,0
5,Isaiah Bond,WR,2.2971763755696335,2,2.5221386570937003,2.5,0.3752350530987955,0
5,Trent Sherfield,WR,0.9069881689332656,1,0.8603490526101475,0.5,0.5393978767229215,1
5,Jahan Dotson,WR,1.2699334511204197,1,1.4265351736764311,1.5,0.344483782625365,0
5,Marvin Mims Jr.,WR,2.5137365616432428,2,2.490869665936825,2.5,0.4350324841306486,0
5,Elic Ayomanor,WR,4.009595518955108,2,4.219533469654913,4.5,0.37080144643567203,0
5,Chimere Dike,WR,1.42026230371661,2,1.6424864698705506,1.5,0.35747476927102256,1
5,DeMario Douglas,WR,3.054466240062272,2,3.3500786548924806,3.5,0.35396073863886984,0
5,JuJu Smith-Schuster,WR,2.849962286022061,2,2.538685979357202,2.5,0.4835002425634741,0
5,Jamari Thrash,WR,1.0208081729682854,1,1.0592886341482657,1.5,0.26462370084085,0
5,Darius Slayton,WR,2.5097852523261466,3,2.528269739044762,2.5,0.41104884999808755,1
5,Michael Wilson,WR,2.2703935584812767,2,2.63364995240588,2.5,0.3775127640688263,0
5,Dyami Brown,WR,2.4330192050525388,2,2.4338977936293364,2.5,0.41163728798850613,0
5,Jerry Jeudy,WR,4.2498561390858605,2,5.122569134374858,4.5,0.4024199410835179,0
5,Devaughn Vele,WR,1.9275130691040934,2,2.133421872643163,1.5,0.4830995108230759,1
5,Greg Dortch,WR,1.6692215033025544,2,1.6895701078729615,1.5,0.43440089945062976,1
5,Jaylin Lane,WR,1.917621107309457,1,1.8680728384412857,1.5,0.552404988364038,0
5,Brycen Tremayne,WR,2.0932763453370797,1,2.2128344218946,2.5,0.34115067532959037,0
5,Malik Washington,WR,2.2061162678281097,4,2.293274578345794,2.5,0.36399506499918316,1
5,Zay Jones,WR,1.7913047336804147,2,2.2381626090044495,1.5,0.4304191685086816,1
5,Rashod Bateman,WR,2.6287069386685293,0,2.919469823503268,2.5,0.45395057735355504,0
5,Jalin Hyatt,WR,1.3645711664552773,0,1.584644688600351,1.5,0.36088021186970226,0
5,Jameson Williams,WR,3.553183116241813,1,3.6230969327983957,3.5,0.42848456536244606,0
5,Marquez Valdes-Scantling,WR,1.6263266875308053,1,1.8368527806968262,1.5,0.40192037254440327,0
5,Hunter Renfrow,WR,2.7003152568655295,1,2.9429469968840745,2.5,0.4578384538730856,0
5,Brandin Cooks,WR,2.6149598932261116,1,2.8370336039276456,2.5,0.45411044938014533,0
5,Allen Lazard,WR,2.357980482463642,1,2.601010580970451,2.5,0.37848571647573187,0
5,Skyy Moore,WR,0.9391099027374777,0,1.1592545615328984,0.5,0.5443254786370197,0
5,Adonai Mitchell,WR,1.9094340845354945,0,2.063087061920893,1.5,0.5327753686903551,0
5,Chris Moore,WR,1.8169964530599638,0,1.5837632532638133,1.5,0.4792843017943556,0
5,Tim Patrick,WR,1.562175837626647,0,1.645364488956916,1.5,0.3991064772707505,0
5,Dont'e Thornton Jr.,WR,2.2631326949003654,0,2.3058479231209197,2.5,0.38876483940831846,0
5,Jalen Tolbert,WR,2.558185658053379,0,2.9389461918929176,2.5,0.4410283721115143,0
6,Bijan Robinson,RB,3.9990339430758652,6,3.2859026780454843,3.5,0.5048515189508558,1
6,Rico Dowdle,RB,1.6375336171453967,4,1.59792830509595,1.5,0.42316330309165395,1
6,De'Von Achane,RB,4.728134749525698,4,4.160187780938931,4.5,0.4644410231080523,0
6,Cam Skattebo,RB,3.2618456082461895,2,3.1148170968673377,3.5,0.38558623120937313,0
6,Josh Jacobs,RB,2.5477072845139905,5,2.2950885581675893,2.5,0.37611811246251514,1
6,D'Andre Swift,RB,2.579635546147639,2,2.493774238485704,2.5,0.435854833730031,0
6,Jonathan Taylor,RB,2.2926632622600307,4,2.0185791666355213,2.5,0.3747326336584698,1
6,Kimani Vidal,RB,0.6349865077544344,3,0.6152909050098404,0.5,0.3782544270127529,1
6,Christian McCaffrey,RB,6.009468893540346,7,5.7568626509912475,6.5,0.3908297643943352,1
6,Rachaad White,RB,2.582244288614232,3,2.2327627744541867,2.5,0.4261711454490084,1
6,Kyren Williams,RB,2.45691242372489,2,2.465113460713294,2.5,0.39167619929640135,0
6,Ashton Jeanty,RB,2.272846710562033,2,2.1654471220901876,2.5,0.3611602110449888,0
6,Derrick Henry,RB,0.8520261513983061,1,0.8436027289503655,0.5,0.48652184753880134,1
6,Bam Knight,RB,0.7755293539566664,1,0.8035861179039663,0.5,0.46438620416019327,1
6,Tyler Allgeier,RB,0.5111663745889053,1,0.4869464285118065,0.5,0.32902641493550133,1
6,Alvin Kamara,RB,3.9646135775986955,5,3.464542262154315,3.5,0.5002091419794751,1
6,Saquon Barkley,RB,2.3476081955955492,2,2.23754432828807,2.5,0.38581876885480526,0
6,Ray Davis,RB,0.4961024969951556,2,0.42171638841221076,0.5,0.31743456767431033,1
6,James Cook,RB,2.1847627942555343,0,1.8265373227483304,2.5,0.3501615166999025,0
6,Tyjae Spears,RB,1.8797811774403785,4,1.7833225952200562,1.5,0.4504983809663457,1
6,Sean Tucker,RB,0.9334042062475794,0,0.8804266250296965,0.5,0.48376864815068765,0
6,Chase Brown,RB,3.446762703307089,2,3.0415585468846906,3.5,0.42027204733450857,0
6,Hunter Luepke,RB,0.8694656002138172,2,0.762041988728934,0.5,0.4352961479950403,1
6,Travis Etienne,RB,2.3037978038172886,4,2.097471614812812,2.5,0.3853689468463051,1
6,Michael Carter,RB,2.0567911407577952,2,1.7832088735781995,2.5,0.3141789421451333,0
6,Jaylen Warren,RB,2.6638484121974693,2,2.594471610291833,2.5,0.4552093995042786,0
6,Breece Hall,RB,3.616652235944298,0,3.3162900187066406,3.5,0.4507678173942167,0
6,David Montgomery,RB,1.5992566690749015,2,1.3952457178600055,1.5,0.4259192176066099,1
6,Jahmyr Gibbs,RB,3.3130525513459954,1,2.800913924344121,3.5,0.3873486228741134,0
6,Justice Hill,RB,2.406753756787252,5,2.2788611507523067,2.5,0.4021871520934391,1
6,Kenneth Gainwell,RB,1.9074199498911282,6,1.880955410585027,1.5,0.46630803291421224,1
6,Javonte Williams,RB,3.0693856312168633,5,2.774373614055864,3.5,0.35615292631686996,1
6,Tony Pollard,RB,2.085192427059413,2,2.0112466607589012,2.5,0.3361681689198545,0
6,Isiah Pacheco,RB,2.131772967311239,1,1.7574684241942224,2.5,0.3425642456436723,0
6,Jerome Ford,RB,2.1945189489174965,5,2.0663312514821928,2.5,0.35266144574134595,1
6,Jacory Croskey-Merritt,RB,1.2730269774131557,1,0.9948098360098925,1.5,0.35030635931396503,0
6,Jeremy McNichols,RB,0.823878070046075,3,0.7415037638448916,0.5,0.43747871216069806,1
6,Kyle Monangai,RB,0.7568811362783211,1,0.7938484567657031,0.5,0.43661778585840055,1
6,Samaje Perine,RB,1.3088517890170654,2,1.1876520357565534,1.5,0.3425051711525824,1
6,RJ Harvey,RB,2.0722445355463472,4,1.9988128280860327,2.5,0.33729942784148587,1
6,Zach Charbonnet,RB,1.5085219711998572,1,1.4169098022076934,1.5,0.36877292552340085,0
6,Kenneth Walker III,RB,2.1746331881645165,1,1.8325047143256619,2.5,0.3452202763622926,0
6,TreVeyon Henderson,RB,2.437022932813884,1,2.079087664463952,2.5,0.41421347964971744,0
6,J.K. Dobbins,RB,1.6342404291066612,0,1.4244246097540973,1.5,0.4183623146644366,0
6,Kareem Hunt,RB,1.315564300295228,1,1.2239504413198488,1.5,0.3325334830611123,0
6,Bhayshul Tuten,RB,0.7941161867459703,2,0.689639625233488,0.5,0.4081680439839909,1
6,Kendre Miller,RB,0.6733591782212575,1,0.6911527437877166,0.5,0.409121397608852,1
6,Quinshon Judkins,RB,1.8879341616690277,0,1.8498657656378714,1.5,0.5319250821242174,0
6,Brashard Smith,RB,1.7433079529884918,3,1.6088818674102363,1.5,0.47370111145351873,1
6,Dylan Sampson,RB,1.5299807435238748,2,1.6912679659346679,1.5,0.3667098684465464,1
6,Alec Ingold,RB,1.0182379278841753,1,1.011267280436149,1.5,0.26590569015171484,0
6,Hassan Haskins,RB,0.49962974616928274,1,0.3643110332128361,0.5,0.3128395004184849,1
6,Andrew Beck,RB,0.7955431764194653,1,0.9407820631452771,0.5,0.4249623309535919,1
6,Blake Corum,RB,0.7350565803538665,0,0.8212588551168539,0.5,0.3976239577231243,0
6,Brian Robinson,RB,0.8638099771441441,3,0.7472677599437002,0.5,0.42997241782305073,1
6,Ameer Abdullah,RB,1.854894500257722,1,1.9803839889601274,1.5,0.45097952888898674,0
6,Roschon Johnson,RB,1.1124056233508817,0,1.088133609471162,1.5,0.2716977823256942,0
6,Ty Johnson,RB,0.8093825432044934,1,0.8300085015676876,0.5,0.438144127075939,1
6,Rhamondre Stevenson,RB,2.1838726743531174,0,1.8250736869467885,2.5,0.3490894084138054,0
6,LeQuint Allen Jr.,RB,0.7631650791346424,1,0.5183129320861836,0.5,0.3803322676890734,1
6,Trevor Etienne,RB,0.7814382968082353,0,0.3578507355539557,0.5,0.35980127374064635,0
6,Kaleb Johnson,RB,0.2899018947600266,0,0.25205233094865137,0.5,0.21704505392142182,0
6,Kyle Juszczyk,RB,1.539375100731222,1,1.4900709700647978,1.5,0.4161265630240421,0
6,Emanuel Wilson,RB,0.6162750370360619,1,0.5819343027270049,0.5,0.3507970368517141,1
6,AJ Dillon,RB,0.48203954383262426,2,0.44707278966402864,0.5,0.2852609678539635,1
6,Devin Singletary,RB,0.6695217658888626,0,0.7137188413688604,0.5,0.3787268523470512,0
